id	filename	md5	size	state
433de784-ff96-4918-ba66-1577daa530f5	TCGA-DJ-A4V0-01A-01-TSA.3FD33092-6128-4444-B9D3-0AC11627EFF9.svs	76001e97f622269aa3a97fbe3e77e833	223076439	validated
446c1908-7d5e-4417-94e3-fb5131170989	TCGA-EL-A4JV-01A-01-TSA.F83A7DB1-2A21-48E1-BFEF-F998CAC5C233.svs	04ee731089fcecbecbe5cb25f5d5afce	271488889	validated
442f50b7-1b58-4d1d-831f-9525a0585292	TCGA-EM-A3FP-01A-01-TS1.19529ACE-DD91-43D5-BD91-010BF83A30D1.svs	5d3e710cb198b1e154bdf9880a2518ef	87170761	validated
2e4d8c0a-4dfc-4a4e-bc65-11c2c87a8a32	TCGA-DJ-A1QF-01A-01-TSA.28758e54-9bae-4419-b7a0-881783bec5c0.svs	d435ef37a34a5e1cbb9f5b6dc5950068	220938827	validated
555bc583-ce23-4d10-b45e-9cab351b1f34	TCGA-EM-A3AO-01A-01-TSA.8162A617-6DEC-4CE5-B245-C09786DFE437.svs	379d0190c45355207f68cd1741a2c0cb	270022111	validated
2e7927cd-1a2c-4464-bba1-590c0c8449bb	TCGA-EL-A3ZN-01A-01-TS1.E380CCAD-027A-4393-A63A-9B89F210749A.svs	6738b38b373c8debf976d410e6ba4967	120322531	validated
58ab720f-ef83-4cf1-9b9d-45c2a26b2d9f	TCGA-EL-A3T3-01A-01-TS1.3C922A20-9906-48A8-9E64-592FBC29FD4A.svs	02f959487c2c2a516e7062e46712150d	146026631	validated
587299f7-379f-4eef-bf1c-b8a0b69db2c8	TCGA-E8-A418-01A-01-TSA.504859BF-7383-438B-95A9-B3196C811342.svs	9ede72f5dabd118de909f754442caf76	206012557	validated
d0d95854-71b8-4079-8de0-d46f4e9b663f	TCGA-EM-A1CU-11A-01-TSA.9bc89c99-7d38-4747-85e4-38a6742a2d44.svs	406eb77f4142a79d11f31ff92720c44c	196894805	validated
c5134246-e325-4794-b7c5-75bfee806108	TCGA-FY-A3TY-01A-01-TSA.D993C0EB-2533-4F1A-8CAD-2329CDA36849.svs	4e73e86d7505431314b34d1fe10f2299	76107403	validated
526295c5-8f95-436f-9252-a3bb9b08efaa	TCGA-IM-A41Z-01A-01-TS1.47C2B24A-B310-492A-8003-489304B6518B.svs	f3a741079a81fc40fe4bb1bef487b46c	161015113	validated
